cluster,memberCount
VariableDeclarationStatement-3-2,59
IfStatement-7-2,57
VariableDeclarationStatement-8-1,57
ReturnStatement-3-2,56
MethodDeclaration-14-1,55
VariableDeclarationStatement-8-4,55
ReturnStatement-4-1,55
VariableDeclarationStatement-11-0,55
ExpressionStatement-7-5,55
CatchClause-3-0,53
VariableDeclarationStatement-5-0,53
ExpressionStatement-5-12,53
FieldDeclaration-11-1,53
ExpressionStatement-5-14,53
SwitchCase-4-0,51
TryStatement-1-0,51
EnhancedForStatement-1-0,51
ExpressionStatement-6-4,47
TypeDeclaration-2-0,47
ReturnStatement-3-1,46
IfStatement-5-1,45
VariableDeclarationStatement-8-9,45
ExpressionStatement-4-4,45
IfStatement-3-1,45
ExpressionStatement-4-10,44
VariableDeclarationStatement-7-3,44
ExpressionStatement-6-10,43
MethodDeclaration-6-2,43
VariableDeclarationStatement-4-1,42
ExpressionStatement-6-9,42
ExpressionStatement-2-2,42
MethodDeclaration-14-0,41
ThrowStatement-4-0,41
ContinueStatement-1-0,41
ExpressionStatement-6-6,40
VariableDeclarationStatement-2-3,39
VariableDeclarationStatement-4-3,38
MethodDeclaration-4-0,37
ExpressionStatement-5-5,37
FieldDeclaration-9-0,37
ExpressionStatement-7-6,37
ThrowStatement-5-0,37
ExpressionStatement-4-7,36
VariableDeclarationStatement-5-7,36
VariableDeclarationStatement-3-5,36
VariableDeclarationStatement-9-5,36
VariableDeclarationStatement-5-8,36
ExpressionStatement-7-12,35
IfStatement-3-2,35
ExpressionStatement-6-3,34
VariableDeclarationStatement-8-0,34
TypeDeclaration-4-1,34
IfStatement-10-1,34
ExpressionStatement-7-3,33
ExpressionStatement-8-7,33
ReturnStatement-3-4,32
ExpressionStatement-8-4,32
VariableDeclarationStatement-7-5,32
ThrowStatement-1-0,32
FieldDeclaration-4-1,31
ExpressionStatement-4-6,31
ThrowStatement-4-1,30
IfStatement-2-1,30
IfStatement-4-1,30
FieldDeclaration-11-0,30
ExpressionStatement-5-17,30
ThrowStatement-3-1,30
ExpressionStatement-8-3,29
VariableDeclarationStatement-3-4,29
MethodDeclaration-7-0,29
FieldDeclaration-2-1,29
ExpressionStatement-9-0,29
ThrowStatement-3-0,29
IfStatement-3-3,29
FieldDeclaration-6-3,28
FieldDeclaration-7-1,28
MethodDeclaration-3-3,28
VariableDeclarationStatement-6-3,28
IfStatement-7-3,28
MethodDeclaration-8-0,28
VariableDeclarationStatement-5-19,28
ExpressionStatement-4-15,27
FieldDeclaration-7-6,27
IfStatement-7-0,27
ExpressionStatement-5-18,27
VariableDeclarationStatement-7-7,26
MethodDeclaration-3-2,26
FieldDeclaration-5-2,26
FieldDeclaration-5-6,26
ThrowStatement-2-0,26
VariableDeclarationStatement-8-7,26
VariableDeclarationStatement-5-16,26
ExpressionStatement-5-15,25
ReturnStatement-2-4,25
IfStatement-7-1,25
MethodDeclaration-2-3,25
VariableDeclarationStatement-9-1,25
IfStatement-6-11,24
ThrowStatement-5-1,24
SwitchCase-2-1,24
IfStatement-4-0,24
FieldDeclaration-10-0,24
VariableDeclarationStatement-5-18,23
IfStatement-3-0,23
VariableDeclarationStatement-6-2,23
ExpressionStatement-5-31,23
ExpressionStatement-5-25,23
VariableDeclarationStatement-8-14,22
IfStatement-9-2,22
MethodDeclaration-3-4,22
ExpressionStatement-3-3,22
VariableDeclarationStatement-8-15,22
ExpressionStatement-6-14,22
ExpressionStatement-5-19,22
VariableDeclarationStatement-8-8,21
ExpressionStatement-8-8,21
ThrowStatement-3-2,21
VariableDeclarationStatement-5-13,21
IfStatement-8-3,21
VariableDeclarationStatement-5-22,21
ReturnStatement-4-5,21
ReturnStatement-4-4,21
TypeDeclaration-2-3,20
MethodDeclaration-11-0,20
VariableDeclarationStatement-10-6,20
ExpressionStatement-3-2,20
FieldDeclaration-7-0,20
ExpressionStatement-7-16,20
FieldDeclaration-8-1,20
FieldDeclaration-7-5,20
VariableDeclarationStatement-5-23,20
IfStatement-6-8,19
TypeDeclaration-3-0,19
VariableDeclarationStatement-4-5,19
ReturnStatement-5-6,19
ExpressionStatement-5-20,19
FieldDeclaration-5-4,19
ExpressionStatement-6-1,19
ExpressionStatement-6-7,19
IfStatement-10-3,19
VariableDeclarationStatement-7-6,19
ExpressionStatement-4-11,19
VariableDeclarationStatement-5-12,19
ExpressionStatement-9-4,19
MethodDeclaration-13-2,19
VariableDeclarationStatement-5-10,19
FieldDeclaration-3-2,18
VariableDeclarationStatement-6-1,18
VariableDeclarationStatement-5-14,18
FieldDeclaration-2-2,18
TypeDeclaration-2-5,18
ExpressionStatement-4-14,18
FieldDeclaration-4-0,18
IfStatement-6-9,17
VariableDeclarationStatement-3-9,17
IfStatement-6-7,17
ExpressionStatement-8-18,17
EnhancedForStatement-2-0,17
ExpressionStatement-7-10,17
IfStatement-12-2,17
ExpressionStatement-5-28,17
VariableDeclarationStatement-7-10,17
FieldDeclaration-6-5,17
ExpressionStatement-3-5,17
IfStatement-5-2,17
MethodDeclaration-3-1,17
ExpressionStatement-7-21,17
ExpressionStatement-7-11,17
ExpressionStatement-7-15,17
FieldDeclaration-5-3,16
IfStatement-2-3,16
VariableDeclarationStatement-5-21,16
ExpressionStatement-6-28,16
ExpressionStatement-5-35,16
ExpressionStatement-7-14,16
IfStatement-8-13,16
ExpressionStatement-5-21,16
ExpressionStatement-6-19,16
MethodDeclaration-7-3,16
ReturnStatement-4-6,16
ExpressionStatement-10-6,16
ExpressionStatement-4-13,16
IfStatement-5-3,16
VariableDeclarationStatement-10-21,16
ReturnStatement-2-5,15
MethodDeclaration-6-4,15
VariableDeclarationStatement-3-10,15
IfStatement-6-6,15
VariableDeclarationStatement-9-3,15
VariableDeclarationStatement-8-6,15
IfStatement-6-15,15
IfStatement-12-1,15
FieldDeclaration-8-4,15
ExpressionStatement-5-41,15
ExpressionStatement-6-27,15
ExpressionStatement-5-29,15
ReturnStatement-3-15,15
VariableDeclarationStatement-7-16,15
ExpressionStatement-6-8,15
CatchClause-1-0,14
CatchClause-4-0,14
FieldDeclaration-11-3,14
ExpressionStatement-6-26,14
ReturnStatement-4-3,14
FieldDeclaration-7-2,14
ExpressionStatement-5-44,14
VariableDeclarationStatement-2-2,14
WhileStatement-1-0,14
ExpressionStatement-7-18,14
ThrowStatement-4-2,14
VariableDeclarationStatement-10-9,14
ExpressionStatement-5-34,14
TypeDeclaration-1-0,14
SynchronizedStatement-2-0,14
ExpressionStatement-4-19,14
ExpressionStatement-7-36,14
VariableDeclarationStatement-10-4,14
VariableDeclarationStatement-10-5,13
MethodDeclaration-11-1,13
FieldDeclaration-7-4,13
ExpressionStatement-5-11,13
ReturnStatement-5-11,13
ForStatement-1-0,13
ExpressionStatement-5-33,13
VariableDeclarationStatement-10-2,13
VariableDeclarationStatement-6-10,13
VariableDeclarationStatement-8-13,13
ExpressionStatement-6-29,13
VariableDeclarationStatement-7-22,13
SwitchCase-1-0,13
ExpressionStatement-5-16,13
TryStatement-7-0,13
IfStatement-5-12,13
IfStatement-7-4,13
ExpressionStatement-9-3,13
VariableDeclarationStatement-5-6,12
ExpressionStatement-8-16,12
CatchClause-6-0,12
ExpressionStatement-5-32,12
MethodDeclaration-3-6,12
ReturnStatement-5-1,12
FieldDeclaration-8-3,12
MethodDeclaration-2-5,12
VariableDeclarationStatement-10-7,12
IfStatement-4-10,12
VariableDeclarationStatement-7-4,12
TypeDeclaration-2-2,12
ExpressionStatement-10-9,12
ExpressionStatement-10-13,12
ExpressionStatement-5-22,12
ExpressionStatement-6-18,12
ReturnStatement-4-8,12
ExpressionStatement-8-14,12
VariableDeclarationStatement-13-0,12
IfStatement-3-4,12
ExpressionStatement-7-9,12
ExpressionStatement-6-15,12
VariableDeclarationStatement-8-12,12
VariableDeclarationStatement-5-17,12
VariableDeclarationStatement-9-12,11
IfStatement-8-4,11
ExpressionStatement-9-10,11
FieldDeclaration-3-6,11
IfStatement-4-12,11
ExpressionStatement-5-23,11
VariableDeclarationStatement-6-15,11
IfStatement-8-8,11
ExpressionStatement-5-40,11
MethodDeclaration-8-3,11
VariableDeclarationStatement-9-14,11
TypeDeclaration-6-0,11
VariableDeclarationStatement-10-17,11
VariableDeclarationStatement-3-3,11
MethodDeclaration-5-0,11
ExpressionStatement-8-2,11
ExpressionStatement-4-17,11
IfStatement-4-4,11
ExpressionStatement-8-25,11
TypeDeclaration-3-1,11
FieldDeclaration-5-8,11
FieldDeclaration-4-3,11
ThrowStatement-4-3,11
ThrowStatement-2-1,11
SynchronizedStatement-4-0,11
ExpressionStatement-5-36,11
FieldDeclaration-3-4,11
FieldDeclaration-7-3,11
IfStatement-2-2,11
FieldDeclaration-3-5,11
IfStatement-6-13,11
ReturnStatement-5-2,11
IfStatement-5-11,11
VariableDeclarationStatement-8-26,11
ExpressionStatement-8-36,11
VariableDeclarationStatement-10-12,11
TryStatement-46-0,11
VariableDeclarationStatement-5-24,10
ReturnStatement-6-0,10
VariableDeclarationStatement-5-15,10
VariableDeclarationStatement-6-14,10
ExpressionStatement-8-26,10
IfStatement-12-3,10
ReturnStatement-3-9,10
VariableDeclarationStatement-8-18,10
ExpressionStatement-6-16,10
ExpressionStatement-9-8,10
ExpressionStatement-8-10,10
ExpressionStatement-4-12,10
IfStatement-3-6,10
FieldDeclaration-6-4,10
MethodDeclaration-4-3,10
ExpressionStatement-8-35,10
IfStatement-5-4,10
ReturnStatement-4-9,10
VariableDeclarationStatement-7-19,10
VariableDeclarationStatement-5-28,10
VariableDeclarationStatement-4-7,10
VariableDeclarationStatement-4-8,10
ReturnStatement-8-0,10
MethodDeclaration-3-7,10
TryStatement-2-0,10
ExpressionStatement-7-29,10
MethodDeclaration-13-3,10
ExpressionStatement-7-34,10
IfStatement-5-9,10
ExpressionStatement-8-9,10
VariableDeclarationStatement-7-20,10
ExpressionStatement-5-50,10
IfStatement-8-5,10
VariableDeclarationStatement-6-17,10
VariableDeclarationStatement-7-21,10
IfStatement-10-4,10
IfStatement-5-6,10
MethodDeclaration-6-1,10
ReturnStatement-3-8,10
VariableDeclarationStatement-9-13,10
VariableDeclarationStatement-5-9,9
VariableDeclarationStatement-5-36,9
FieldDeclaration-3-3,9
VariableDeclarationStatement-5-37,9
MethodDeclaration-17-1,9
ExpressionStatement-5-13,9
IfStatement-7-17,9
IfStatement-11-5,9
ExpressionStatement-9-14,9
ExpressionStatement-10-1,9
ExpressionStatement-5-42,9
VariableDeclarationStatement-5-20,9
TypeDeclaration-2-4,9
ReturnStatement-4-0,9
ExpressionStatement-8-12,9
IfStatement-3-11,9
ReturnStatement-5-7,9
ExpressionStatement-5-37,9
ExpressionStatement-6-22,9
IfStatement-10-7,9
ExpressionStatement-6-20,9
ExpressionStatement-5-27,9
VariableDeclarationStatement-8-22,9
ExpressionStatement-6-33,9
ExpressionStatement-6-34,9
IfStatement-2-4,9
CatchClause-6-1,9
IfStatement-2-0,9
VariableDeclarationStatement-8-30,9
EnhancedForStatement-5-0,9
ExpressionStatement-7-24,9
MethodDeclaration-5-3,9
VariableDeclarationStatement-3-8,9
IfStatement-14-2,9
ExpressionStatement-5-49,9
IfStatement-11-1,9
FieldDeclaration-13-4,9
TypeDeclaration-3-2,9
IfStatement-13-5,9
ReturnStatement-7-2,9
ExpressionStatement-9-19,9
ReturnStatement-6-6,9
ExpressionStatement-8-22,9
ExpressionStatement-8-27,9
ExpressionStatement-6-17,9
ExpressionStatement-8-11,9
ThrowStatement-6-1,8
ThrowStatement-6-0,8
ExpressionStatement-10-11,8
FieldDeclaration-2-3,8
VariableDeclarationStatement-11-14,8
SuperConstructorInvocation-2-1,8
ExpressionStatement-6-2,8
IfStatement-3-5,8
IfStatement-4-6,8
ExpressionStatement-17-1,8
ExpressionStatement-10-14,8
CatchClause-3-1,8
MethodDeclaration-13-4,8
FieldDeclaration-7-7,8
IfStatement-10-5,8
VariableDeclarationStatement-4-10,8
VariableDeclarationStatement-4-6,8
EnhancedForStatement-7-0,8
VariableDeclarationStatement-5-39,8
FieldDeclaration-5-7,8
FieldDeclaration-6-7,8
SynchronizedStatement-1-0,8
ExpressionStatement-8-21,8
EnhancedForStatement-5-2,8
VariableDeclarationStatement-8-10,8
VariableDeclarationStatement-7-13,8
VariableDeclarationStatement-8-20,8
IfStatement-6-4,8
IfStatement-6-23,8
ExpressionStatement-7-23,8
IfStatement-6-16,8
ExpressionStatement-3-4,8
VariableDeclarationStatement-6-13,8
VariableDeclarationStatement-6-4,8
FieldDeclaration-8-11,8
VariableDeclarationStatement-6-0,8
ExpressionStatement-7-19,8
VariableDeclarationStatement-15-0,8
ExpressionStatement-8-19,8
FieldDeclaration-12-2,8
ThrowStatement-5-6,8
ExpressionStatement-8-51,8
FieldDeclaration-13-3,8
VariableDeclarationStatement-9-22,8
ExpressionStatement-8-32,8
IfStatement-8-2,8
VariableDeclarationStatement-12-10,8
MethodDeclaration-5-1,8
ReturnStatement-2-10,8
IfStatement-5-17,8
ThrowStatement-2-2,8
VariableDeclarationStatement-9-0,7
VariableDeclarationStatement-9-33,7
ExpressionStatement-11-11,7
ReturnStatement-4-13,7
ExpressionStatement-8-5,7
ExpressionStatement-9-28,7
VariableDeclarationStatement-11-6,7
IfStatement-9-8,7
ExpressionStatement-2-1,7
ExpressionStatement-9-24,7
ExpressionStatement-8-15,7
IfStatement-4-7,7
ReturnStatement-5-9,7
ExpressionStatement-8-48,7
IfStatement-10-6,7
ReturnStatement-5-18,7
IfStatement-3-7,7
TryStatement-21-0,7
ExpressionStatement-10-3,7
IfStatement-8-34,7
ExpressionStatement-11-3,7
ReturnStatement-3-14,7
IfStatement-4-2,7
ReturnStatement-7-0,7
ReturnStatement-3-16,7
ReturnStatement-3-7,7
MethodDeclaration-14-2,7
TryStatement-6-0,7
FieldDeclaration-13-0,7
ExpressionStatement-5-45,7
SynchronizedStatement-5-0,7
ReturnStatement-7-3,7
IfStatement-8-10,7
ExpressionStatement-9-2,7
VariableDeclarationStatement-7-17,7
FieldDeclaration-4-10,7
VariableDeclarationStatement-8-34,7
VariableDeclarationStatement-7-11,7
VariableDeclarationStatement-5-26,7
VariableDeclarationStatement-7-9,7
VariableDeclarationStatement-7-18,7
MethodDeclaration-8-4,7
SuperConstructorInvocation-2-0,7
IfStatement-5-7,7
VariableDeclarationStatement-10-3,7
ExpressionStatement-7-42,7
VariableDeclarationStatement-7-23,7
ExpressionStatement-7-32,7
VariableDeclarationStatement-10-20,7
VariableDeclarationStatement-3-12,7
ExpressionStatement-7-47,7
ExpressionStatement-7-13,7
ExpressionStatement-6-38,7
MethodDeclaration-3-5,7
VariableDeclarationStatement-8-42,7
ExpressionStatement-6-21,7
ExpressionStatement-6-43,7
EnhancedForStatement-3-1,7
ExpressionStatement-6-39,7
VariableDeclarationStatement-11-2,7
FieldDeclaration-9-4,7
ExpressionStatement-6-46,7
VariableDeclarationStatement-10-0,7
IfStatement-12-5,7
MethodDeclaration-4-2,7
VariableDeclarationStatement-10-16,7
FieldDeclaration-10-2,7
MethodDeclaration-7-1,7
ThrowStatement-5-2,7
VariableDeclarationStatement-4-4,7
MethodDeclaration-6-9,7
TypeDeclaration-6-1,7
EnhancedForStatement-6-0,7
ExpressionStatement-10-0,7
IfStatement-5-13,6
IfStatement-7-22,6
MethodDeclaration-23-0,6
ExpressionStatement-5-24,6
ReturnStatement-3-17,6
IfStatement-8-1,6
IfStatement-9-14,6
FieldDeclaration-9-8,6
IfStatement-14-3,6
IfStatement-8-26,6
IfStatement-11-3,6
ExpressionStatement-6-52,6
IfStatement-14-1,6
FieldDeclaration-9-3,6
ReturnStatement-3-18,6
ExpressionStatement-8-33,6
VariableDeclarationStatement-12-9,6
ExpressionStatement-8-20,6
MethodDeclaration-8-12,6
ReturnStatement-5-15,6
ExpressionStatement-8-28,6
VariableDeclarationStatement-8-5,6
IfStatement-11-7,6
FieldDeclaration-4-5,6
ExpressionStatement-7-27,6
ExpressionStatement-5-54,6
ReturnStatement-5-19,6
FieldDeclaration-7-8,6
MethodDeclaration-6-8,6
ExpressionStatement-5-39,6
VariableDeclarationStatement-9-7,6
ExpressionStatement-6-56,6
ExpressionStatement-5-52,6
MethodDeclaration-5-2,6
FieldDeclaration-13-2,6
IfStatement-7-13,6
ExpressionStatement-4-25,6
ExpressionStatement-8-0,6
ExpressionStatement-4-22,6
VariableDeclarationStatement-3-11,6
VariableDeclarationStatement-3-7,6
ReturnStatement-2-12,6
FieldDeclaration-7-9,6
SynchronizedStatement-3-3,6
ConstructorInvocation-1-0,6
ExpressionStatement-7-25,6
MethodDeclaration-17-0,6
VariableDeclarationStatement-7-14,6
IfStatement-8-7,6
ExpressionStatement-8-31,6
ExpressionStatement-7-49,6
MethodDeclaration-53-0,6
MethodDeclaration-9-2,6
MethodDeclaration-11-2,6
ExpressionStatement-4-26,6
IfStatement-7-21,6
IfStatement-9-1,6
IfStatement-13-6,6
IfStatement-9-28,6
IfStatement-6-21,6
ExpressionStatement-7-56,6
VariableDeclarationStatement-6-26,6
IfStatement-6-37,6
MethodDeclaration-12-1,6
FieldDeclaration-5-13,6
IfStatement-9-11,6
ThrowStatement-8-0,6
FieldDeclaration-5-5,6
VariableDeclarationStatement-10-8,6
CatchClause-6-3,6
MethodDeclaration-8-6,6
IfStatement-12-22,6
IfStatement-6-17,6
ExpressionStatement-10-8,6
CatchClause-13-0,6
IfStatement-9-3,6
IfStatement-3-12,6
IfStatement-7-7,6
TryStatement-5-0,6
SwitchCase-3-0,6
MethodDeclaration-7-2,6
TypeDeclaration-3-3,6
ExpressionStatement-10-10,6
IfStatement-6-20,6
ReturnStatement-6-8,6
ExpressionStatement-8-1,6
ExpressionStatement-9-27,6
VariableDeclarationStatement-10-23,6
VariableDeclarationStatement-5-45,6
ExpressionStatement-9-53,6
VariableDeclarationStatement-5-52,6
IfStatement-6-48,6
MethodDeclaration-10-1,6
VariableDeclarationStatement-7-28,6
ExpressionStatement-9-7,6
IfStatement-6-5,6
IfStatement-6-22,6
FieldDeclaration-12-0,6
IfStatement-4-9,6
ExpressionStatement-4-34,6
ExpressionStatement-6-23,6
ThrowStatement-5-4,6
VariableDeclarationStatement-6-8,6
ReturnStatement-6-4,6
VariableDeclarationStatement-14-0,6
ThrowStatement-5-3,6
VariableDeclarationStatement-19-0,6
EnhancedForStatement-10-0,5
MethodDeclaration-6-3,5
ExpressionStatement-8-54,5
MethodDeclaration-9-0,5
ExpressionStatement-11-23,5
VariableDeclarationStatement-8-27,5
ReturnStatement-5-22,5
FieldDeclaration-4-2,5
ExpressionStatement-12-1,5
MethodDeclaration-6-7,5
IfStatement-10-0,5
IfStatement-6-19,5
VariableDeclarationStatement-6-22,5
FieldDeclaration-5-12,5
VariableDeclarationStatement-8-16,5
VariableDeclarationStatement-8-28,5
FieldDeclaration-5-14,5
VariableDeclarationStatement-8-23,5
FieldDeclaration-6-12,5
VariableDeclarationStatement-7-15,5
IfStatement-6-26,5
IfStatement-9-9,5
ExpressionStatement-6-32,5
VariableDeclarationStatement-8-31,5
VariableDeclarationStatement-8-33,5
VariableDeclarationStatement-10-18,5
FieldDeclaration-5-10,5
VariableDeclarationStatement-8-50,5
VariableDeclarationStatement-10-14,5
MethodDeclaration-27-0,5
TryStatement-12-0,5
FieldDeclaration-4-9,5
VariableDeclarationStatement-7-33,5
IfStatement-4-15,5
ThrowStatement-10-0,5
IfStatement-4-8,5
IfStatement-5-20,5
ReturnStatement-6-12,5
ReturnStatement-6-5,5
ExpressionStatement-9-25,5
ExpressionStatement-8-66,5
IfStatement-5-10,5
MethodDeclaration-17-2,5
IfStatement-8-12,5
ExpressionStatement-5-47,5
IfStatement-5-8,5
VariableDeclarationStatement-7-45,5
ReturnStatement-4-18,5
VariableDeclarationStatement-5-33,5
ReturnStatement-4-11,5
VariableDeclarationStatement-11-9,5
ReturnStatement-6-11,5
IfStatement-4-3,5
ThrowStatement-6-2,5
IfStatement-13-3,5
MethodDeclaration-13-9,5
ExpressionStatement-10-7,5
ExpressionStatement-4-21,5
VariableDeclarationStatement-11-8,5
VariableDeclarationStatement-11-12,5
TypeDeclaration-5-1,5
ReturnStatement-9-0,5
MethodDeclaration-8-1,5
TryStatement-4-0,5
AssertStatement-2-0,5
IfStatement-2-5,5
TryStatement-8-0,5
IfStatement-7-9,5
ReturnStatement-7-1,5
ThrowStatement-7-1,5
IfStatement-7-20,5
IfStatement-15-0,5
VariableDeclarationStatement-4-9,5
VariableDeclarationStatement-5-56,5
ExpressionStatement-7-53,5
IfStatement-7-15,5
ReturnStatement-2-6,5
FieldDeclaration-14-0,5
ExpressionStatement-7-37,5
MethodDeclaration-3-0,5
ReturnStatement-13-0,5
ExpressionStatement-5-46,5
ExpressionStatement-5-55,5
ExpressionStatement-7-33,5
VariableDeclarationStatement-6-12,5
IfStatement-5-5,5
VariableDeclarationStatement-7-39,5
VariableDeclarationStatement-4-12,5
MethodDeclaration-8-2,5
FieldDeclaration-15-0,5
ExpressionStatement-5-53,5
IfStatement-10-2,5
ExpressionStatement-8-6,5
ExpressionStatement-5-38,5
ReturnStatement-2-7,5
IfStatement-9-4,5
MethodDeclaration-5-10,5
FieldDeclaration-11-2,5
VariableDeclarationStatement-12-1,5
FieldDeclaration-8-6,5
IfStatement-8-11,5
IfStatement-11-2,5
VariableDeclarationStatement-13-2,5
IfStatement-14-9,5
VariableDeclarationStatement-12-12,5
VariableDeclarationStatement-9-2,5
IfStatement-8-20,5
FieldDeclaration-9-2,5
IfStatement-8-17,5
ReturnStatement-3-6,5
ExpressionStatement-11-18,4
MethodDeclaration-8-5,4
MethodDeclaration-6-11,4
ExpressionStatement-7-52,4
MethodDeclaration-10-8,4
ExpressionStatement-9-43,4
ExpressionStatement-4-35,4
ExpressionStatement-7-55,4
IfStatement-10-25,4
MethodDeclaration-7-5,4
ExpressionStatement-6-24,4
MethodDeclaration-5-8,4
IfStatement-8-33,4
ExpressionStatement-6-44,4
IfStatement-8-16,4
ExpressionStatement-6-62,4
ExpressionStatement-6-53,4
IfStatement-5-22,4
MethodDeclaration-5-6,4
IfStatement-5-15,4
MethodDeclaration-3-12,4
IfStatement-37-0,4
ExpressionStatement-19-0,4
MethodDeclaration-7-4,4
MethodDeclaration-12-0,4
MethodDeclaration-12-4,4
MethodDeclaration-13-1,4
ExpressionStatement-6-13,4
IfStatement-15-2,4
ExpressionStatement-7-57,4
IfStatement-13-9,4
IfStatement-3-16,4
ExpressionStatement-7-66,4
IfStatement-12-15,4
ExpressionStatement-7-50,4
MethodDeclaration-3-11,4
IfStatement-8-32,4
MethodDeclaration-15-2,4
MethodDeclaration-15-3,4
IfStatement-6-45,4
MethodDeclaration-7-7,4
IfStatement-6-1,4
MethodDeclaration-8-14,4
IfStatement-6-36,4
MethodDeclaration-9-6,4
ExpressionStatement-8-41,4
ExpressionStatement-8-37,4
IfStatement-10-18,4
ExpressionStatement-8-30,4
ExpressionStatement-9-34,4
MethodDeclaration-32-0,4
ExpressionStatement-11-1,4
ExpressionStatement-6-35,4
MethodDeclaration-14-4,4
EnhancedForStatement-4-1,4
ExpressionStatement-6-67,4
EnhancedForStatement-6-1,4
MethodDeclaration-4-5,4
IfStatement-3-14,4
WhileStatement-3-0,4
ExpressionStatement-7-20,4
ExpressionStatement-8-29,4
ExpressionStatement-7-17,4
ExpressionStatement-12-6,4
SwitchCase-5-0,4
VariableDeclarationStatement-4-13,4
FieldDeclaration-4-8,4
VariableDeclarationStatement-3-13,4
FieldDeclaration-4-4,4
ExpressionStatement-5-61,4
VariableDeclarationStatement-7-41,4
VariableDeclarationStatement-12-7,4
VariableDeclarationStatement-7-30,4
ExpressionStatement-13-3,4
ExpressionStatement-13-4,4
VariableDeclarationStatement-7-31,4
VariableDeclarationStatement-10-15,4
IfStatement-9-7,4
VariableDeclarationStatement-7-38,4
VariableDeclarationStatement-7-44,4
VariableDeclarationStatement-7-26,4
VariableDeclarationStatement-7-35,4
ReturnStatement-6-17,4
ExpressionStatement-13-0,4
ExpressionStatement-12-2,4
VariableDeclarationStatement-13-3,4
FieldDeclaration-12-3,4
FieldDeclaration-4-6,4
ExpressionStatement-5-57,4
FieldDeclaration-5-9,4
FieldDeclaration-8-14,4
ExpressionStatement-5-64,4
VariableDeclarationStatement-10-25,4
ReturnStatement-12-0,4
VariableDeclarationStatement-19-1,4
ExpressionStatement-5-30,4
ExpressionStatement-5-48,4
ReturnStatement-5-17,4
FieldDeclaration-10-4,4
ReturnStatement-3-3,4
ReturnStatement-3-20,4
ReturnStatement-4-14,4
FieldDeclaration-10-5,4
ReturnStatement-5-12,4
VariableDeclarationStatement-6-40,4
VariableDeclarationStatement-6-23,4
ReturnStatement-4-7,4
VariableDeclarationStatement-6-21,4
VariableDeclarationStatement-6-19,4
ExpressionStatement-5-58,4
VariableDeclarationStatement-6-7,4
VariableDeclarationStatement-8-47,4
FieldDeclaration-13-1,4
VariableDeclarationStatement-7-36,4
FieldDeclaration-10-11,4
CatchClause-9-2,4
VariableDeclarationStatement-5-55,4
VariableDeclarationStatement-5-53,4
VariableDeclarationStatement-9-8,4
VariableDeclarationStatement-14-3,4
TryStatement-10-0,4
IfStatement-9-5,4
IfStatement-11-15,4
VariableDeclarationStatement-9-18,4
ExpressionStatement-4-23,4
TypeDeclaration-8-1,4
VariableDeclarationStatement-5-42,4
TypeDeclaration-3-4,4
