IfStatement-5-6,2,"['closure-compiler-22', 'closure-compiler-21']"
ExpressionStatement-4-23,2,"['closure-compiler-97', 'commons-math-31']"
FieldDeclaration-2-0,2,['commons-lang-56']
FieldDeclaration-3-3,2,"['mockito-23', 'joda-time-11']"
FieldDeclaration-8-1,2,"['commons-lang-23', 'commons-math-12']"
FieldDeclaration-6-1,2,['closure-compiler-98']
ThrowStatement-5-0,2,['commons-lang-35']
ExpressionStatement-25-0,2,['commons-math-40']
ExpressionStatement-5-12,2,['closure-compiler-27']
ExpressionStatement-5-1,2,"['closure-compiler-26', 'mockito-28']"
ExpressionStatement-5-20,2,"['commons-lang-63', 'joda-time-5']"
ExpressionStatement-5-50,2,['commons-lang-52']
ExpressionStatement-6-2,2,"['joda-time-20', 'closure-compiler-39']"
IfStatement-14-14,2,['commons-math-106']
ExpressionStatement-7-3,2,"['closure-compiler-108', 'closure-compiler-29']"
ExpressionStatement-7-1,2,['joda-time-22']
ExpressionStatement-9-49,2,['closure-compiler-78']
IfStatement-7-44,2,"['commons-lang-7', 'closure-compiler-75']"
ExpressionStatement-9-6,2,"['commons-math-68', 'commons-math-64']"
MethodDeclaration-3-3,2,['commons-lang-30']
MethodDeclaration-4-1,2,['commons-lang-46']
MethodDeclaration-17-4,2,['mockito-23']
ForStatement-17-0,2,['commons-math-74']
ForStatement-35-0,2,['commons-math-76']
IfStatement-6-16,2,"['commons-math-95', 'joda-time-3']"
VariableDeclarationStatement-9-34,2,['commons-math-40']
VariableDeclarationStatement-6-56,2,['commons-math-76']
ReturnStatement-4-5,2,"['commons-lang-57', 'commons-math-34']"
VariableDeclarationStatement-6-62,2,['jfreechart-7']
VariableDeclarationStatement-6-1,2,['closure-compiler-74']
VariableDeclarationStatement-5-6,2,"['commons-math-68', 'commons-math-23']"
SwitchCase-2-3,2,"['closure-compiler-77', 'commons-lang-52']"
VariableDeclarationStatement-7-41,2,['commons-math-45']
VariableDeclarationStatement-8-4,2,['jfreechart-22']
ReturnStatement-7-17,2,['commons-math-68']
VariableDeclarationStatement-7-17,2,['commons-lang-32']
ReturnStatement-7-19,2,['commons-math-67']
VariableDeclarationStatement-5-2,2,"['commons-math-66', 'joda-time-26']"
VariableDeclarationStatement-7-27,2,['joda-time-17']
VariableDeclarationStatement-7-56,2,['commons-math-38']
VariableDeclarationStatement-8-13,2,['commons-math-55']
VariableDeclarationStatement-12-3,2,['commons-math-55']
VariableDeclarationStatement-13-12,2,['commons-math-40']
VariableDeclarationStatement-9-3,2,['jfreechart-2']
ReturnStatement-12-3,2,['mockito-35']
IfStatement-11-13,2,"['closure-compiler-125', 'closure-compiler-113']"
IfStatement-33-0,2,"['closure-compiler-116', 'closure-compiler-115']"
VariableDeclarationStatement-9-64,2,['commons-math-64']
ReturnStatement-2-1,2,"['commons-math-23', 'commons-math-5']"
VariableDeclarationStatement-9-52,2,['commons-math-40']
ReturnStatement-3-2,2,"['commons-math-75', 'closure-compiler-10']"
