commons-math,5,"['constChange', 'expArithMod', 'singleLine']",['retExpChange'],commons-math-5,"[('ReturnStatement-2-1-1', 1)]",Dissection
commons-math,7,"['copyPaste', 'wrapsLoop', 'wrongVarRef']","['assignAdd', 'assignExpChange', 'assignRem', 'loopRem', 'mcRem', 'varReplVar']",commons-math-7,"[('EnhancedForStatement-12-1-0', 2), ('VariableDeclarationStatement-3-2-0', 1)]",Dissection
commons-math,16,"['copyPaste', 'wrapsIfElse']","['assignAdd', 'condBranIfElseAdd', 'mcAdd', 'retBranchAdd', 'varAdd']",commons-math-16,"[('IfStatement-26-0-0', 2)]",Dissection
commons-math,23,['wrapsMethod'],"['assignAdd', 'mcAdd', 'mcRepl', 'retExpChange', 'varAdd']",commons-math-23,"[('ReturnStatement-2-1-4', 1)]",Equal
commons-math,40,"['copyPaste', 'expArithMod']","['assignAdd', 'assignExpChange', 'varAdd']",commons-math-40,"[('ExpressionStatement-25-0-0', 2)]",Dissection
commons-math,51,['condBlockOthersAdd'],"['assignAdd', 'condBranCaseAdd', 'condBranIfAdd', 'exThrowsAdd', 'mcAdd', 'objInstAdd', 'varAdd']",commons-math-51,"[('SwitchCase-2-0-0', 1)]",Equal
commons-math,58,"['singleLine', 'wrongMethodRef']","['mcParRem', 'mcRepl', 'objInstRem', 'retExpChange']",commons-math-58,"[('ReturnStatement-6-2-0', 1)]",Dissection
commons-math,64,"['codeMove', 'condBlockOthersAdd', 'condBlockRem', 'condBlockRetAdd', 'expArithMod', 'missNullCheckN', 'wrongVarRef']","['assignAdd', 'assignExpChange', 'condBranIfAdd', 'condBranRem', 'loopAdd', 'mcAdd', 'mcMove', 'mcParValChange', 'mcRem', 'objInstAdd', 'objInstRem', 'retBranchAdd', 'retRem', 'varAdd', 'varReplVar']",commons-math-64,"[('ExpressionStatement-4-2-2', 5), ('ExpressionStatement-2-0-5', 1)]",Dissection
commons-math,72,['wrongVarRef'],"['mcParValChange', 'varReplVar']",commons-math-72,"[('ExpressionStatement-4-2-2', 5)]",Equal
commons-math,74,[],"['assignAdd', 'assignRem', 'loopAdd', 'mcAdd', 'mcRem']",commons-math-74,"[('ForStatement-17-0-0', 2)]",Fixminer
commons-math,75,"['singleLine', 'wrongMethodRef']","['mcRepl', 'retExpChange']",commons-math-75,"[('ReturnStatement-3-2-0', 2)]",Dissection
commons-math,82,"['expLogicMod', 'singleLine']",['condExpMod'],commons-math-82,"[('IfStatement-3-1-0', 4)]",Dissection
commons-math,76,"['copyPaste', 'expArithMod', 'expLogicMod', 'wrapsIfElse', 'wrongVarRef']","['assignAdd', 'assignExpChange', 'assignRem', 'condBranIfElseAdd', 'loopCondChange', 'mcParValChange', 'varReplVar']",commons-math-76,"[('ForStatement-35-0-0', 2)]",Dissection
commons-math,85,"['expLogicMod', 'singleLine']",['condExpMod'],commons-math-85,"[('IfStatement-3-1-0', 4)]",Dissection
commons-math,87,['wrapsIfElse'],"['condBranIfElseAdd', 'mcAdd']",commons-math-87,"[('IfStatement-5-1-0', 3)]",Equal
commons-math,88,"['condBlockRem', 'wrapsIfElse']","['assignAdd', 'assignRem', 'condBranIfElseAdd', 'condBranRem', 'loopRem', 'mcAdd', 'objInstAdd', 'varAdd']",commons-math-88,"[('VariableDeclarationStatement-11-0-0', 1)]",Dissection
mockito,2,['condBlockOthersAdd'],"['condBranIfAdd', 'mcAdd', 'mdAdd', 'objInstAdd']",mockito-2,"[('ExpressionStatement-4-2-0', 4)]",Equal
mockito,5,['singleLine'],['varTyChange'],mockito-5,"[('CatchClause-3-0-0', 1)]",Equal
mockito,6,"['copyPaste', 'wrongMethodRef', 'wrongVarRef']","['mcParValChange', 'objInstAdd', 'varReplMc']",mockito-6,"[('ReturnStatement-10-0-0', 12)]",Dissection
mockito,23,"['condBlockOthersAdd', 'missNullCheckP']","['assignAdd', 'assignRem', 'condBranIfAdd', 'mcAdd', 'mdAdd', 'objInstAdd', 'objInstRem', 'retExpChange', 'tyAdd', 'varModChange', 'varTyChange']",mockito-23,"[('ExpressionStatement-2-0-1', 2), ('FieldDeclaration-6-0-0', 2)]",Equal
mockito,28,"['singleLine', 'wrapsMethod']","['assignAdd', 'mcAdd', 'varAdd']",mockito-28,"[('ExpressionStatement-5-1-0', 2)]",Dissection
joda-time,6,"['condBlockExcAdd', 'condBlockOthersAdd', 'copyPaste']","['assignAdd', 'condBranIfAdd', 'condBranIfElseAdd', 'exThrowsAdd', 'mcAdd', 'objInstAdd', 'varAdd']",joda-time-6,"[('IfStatement-54-0-0', 2)]",Dissection
joda-time,19,"['expLogicMod', 'singleLine']",['condExpMod'],joda-time-19,"[('IfStatement-3-1-0', 4)]",Dissection
joda-time,22,[],"['assignAdd', 'mcAdd', 'mcRepl', 'varAdd']",joda-time-22,"[('ExpressionStatement-7-1-0', 2)]",Fixminer
