cluster,memberCount
FieldDeclaration-6-1-2,3
TypeDeclaration-8-2-0,3
VariableDeclarationStatement-12-16-0,3
ForStatement-22-1-0,3
TryStatement-17-0-0,3
WhileStatement-12-0-0,3
VariableDeclarationStatement-9-0-4,3
VariableDeclarationStatement-9-0-3,3
VariableDeclarationStatement-9-0-2,3
ReturnStatement-6-20-0,3
VariableDeclarationStatement-6-4-4,3
VariableDeclarationStatement-6-4-3,3
TypeDeclaration-7-0-0,3
TypeDeclaration-4-0-2,3
ForStatement-3-0-0,3
TryStatement-16-1-0,3
VariableDeclarationStatement-8-9-2,3
VariableDeclarationStatement-4-0-2,3
VariableDeclarationStatement-15-0-1,3
FieldDeclaration-3-2-1,3
IfStatement-25-0-0,3
FieldDeclaration-18-0-0,2
FieldDeclaration-6-1-3,2
ExpressionStatement-2-0-14,2
ExpressionStatement-3-0-6,2
FieldDeclaration-17-0-0,2
ExpressionStatement-15-3-0,2
FieldDeclaration-15-1-1,2
FieldDeclaration-3-2-2,2
FieldDeclaration-5-0-4,2
FieldDeclaration-5-0-5,2
FieldDeclaration-15-1-0,2
ExpressionStatement-3-0-5,2
ThrowStatement-2-0-3,2
TryStatement-24-0-0,2
ExpressionStatement-22-0-0,2
TryStatement-34-0-0,2
TryStatement-20-0-0,2
ExpressionStatement-2-0-13,2
TryStatement-18-1-0,2
TryStatement-9-0-0,2
ExpressionStatement-2-0-12,2
TryStatement-11-4-0,2
TryStatement-6-2-0,2
TryStatement-6-2-1,2
TryStatement-6-2-2,2
ExpressionStatement-2-0-19,2
TryStatement-8-0-0,2
TryStatement-8-0-1,2
TryStatement-15-1-0,2
ThrowStatement-12-0-0,2
ExpressionStatement-2-0-16,2
TryStatement-12-0-0,2
TryStatement-13-0-0,2
TryStatement-14-1-0,2
TryStatement-25-2-0,2
ThrowStatement-9-3-0,2
ExpressionStatement-2-0-18,2
ThrowStatement-7-1-0,2
ExpressionStatement-24-0-0,2
ExpressionStatement-12-27-0,2
ThrowStatement-10-1-0,2
ExpressionStatement-14-6-0,2
ExpressionStatement-3-0-3,2
ThrowStatement-8-0-1,2
ExpressionStatement-23-0-0,2
VariableDeclarationStatement-20-0-0,2
ExpressionStatement-21-0-0,2
CatchClause-2-0-0,2
TypeDeclaration-4-0-3,2
TypeDeclaration-3-0-1,2
TypeDeclaration-5-0-2,2
ReturnStatement-11-1-0,2
ReturnStatement-7-14-0,2
ReturnStatement-10-6-0,2
ReturnStatement-23-0-0,2
ReturnStatement-4-0-4,2
ReturnStatement-3-0-3,2
ReturnStatement-2-0-8,2
ReturnStatement-14-0-0,2
SynchronizedStatement-11-0-0,2
SynchronizedStatement-7-0-0,2
SynchronizedStatement-6-1-0,2
SynchronizedStatement-12-0-0,2
SwitchStatement-2-0-0,2
IfStatement-34-1-0,2
IfStatement-18-8-0,2
IfStatement-27-0-0,2
IfStatement-11-17-0,2
IfStatement-16-7-0,2
IfStatement-74-0-0,2
IfStatement-28-0-0,2
IfStatement-17-4-0,2
IfStatement-19-0-0,2
IfStatement-26-1-0,2
IfStatement-21-1-0,2
CatchClause-14-1-0,2
CatchClause-12-0-0,2
IfStatement-30-0-0,2
CatchClause-4-0-2,2
VariableDeclarationStatement-11-0-3,2
VariableDeclarationStatement-7-1-10,2
VariableDeclarationStatement-16-4-0,2
VariableDeclarationStatement-16-4-1,2
VariableDeclarationStatement-6-4-5,2
VariableDeclarationStatement-17-5-0,2
VariableDeclarationStatement-10-12-1,2
VariableDeclarationStatement-10-12-2,2
VariableDeclarationStatement-19-5-0,2
VariableDeclarationStatement-8-9-1,2
VariableDeclarationStatement-8-9-4,2
VariableDeclarationStatement-8-9-3,2
VariableDeclarationStatement-3-0-2,2
VariableDeclarationStatement-5-1-9,2
VariableDeclarationStatement-5-1-7,2
VariableDeclarationStatement-5-1-8,2
VariableDeclarationStatement-14-4-0,2
SuperConstructorInvocation-6-0-0,2
SuperConstructorInvocation-4-0-0,2
SuperConstructorInvocation-2-1-0,2
SuperConstructorInvocation-2-1-1,2
SuperConstructorInvocation-2-1-2,2
CatchClause-18-0-0,2
CatchClause-29-0-0,2
CatchClause-17-0-0,2
CatchClause-10-1-0,2
CatchClause-24-0-0,2
IfStatement-31-0-0,2
IfStatement-24-0-0,2
ExpressionStatement-26-0-0,2
EnumDeclaration-11-0-0,2
EnumDeclaration-2-0-0,2
MethodDeclaration-35-0-0,2
MethodDeclaration-56-0-0,2
MethodDeclaration-51-0-0,2
MethodDeclaration-33-0-0,2
MethodDeclaration-18-0-0,2
MethodDeclaration-11-0-1,2
MethodDeclaration-29-0-0,2
MethodDeclaration-42-0-0,2
MethodDeclaration-6-1-2,2
MethodDeclaration-19-6-0,2
MethodDeclaration-26-0-0,2
MethodDeclaration-21-3-0,2
MethodDeclaration-39-0-0,2
MethodDeclaration-90-0-0,2
MethodDeclaration-41-0-0,2
MethodDeclaration-24-0-0,2
MethodDeclaration-12-7-0,2
MethodDeclaration-13-2-1,2
MethodDeclaration-14-0-1,2
MethodDeclaration-25-0-0,2
ExpressionStatement-59-0-0,2
ExpressionStatement-35-0-0,2
ExpressionStatement-20-0-0,2
ExpressionStatement-29-0-0,2
ExpressionStatement-6-2-3,2
ExpressionStatement-6-2-2,2
EnumDeclaration-26-0-0,2
ConstructorInvocation-5-0-0,2
IfStatement-23-0-0,2
ConstructorInvocation-12-0-0,2
IfStatement-3-7-1,2
IfStatement-3-7-2,2
IfStatement-12-2-1,2
IfStatement-40-0-0,2
IfStatement-5-4-2,2
IfStatement-14-0-1,2
IfStatement-22-2-0,2
ForStatement-7-0-0,2
ForStatement-16-0-0,2
ForStatement-80-0-0,2
ForStatement-19-0-0,2
ForStatement-8-0-0,2
ForStatement-4-0-0,2
ForStatement-13-0-0,2
WhileStatement-18-0-0,2
WhileStatement-7-0-0,2
WhileStatement-17-0-0,2
WhileStatement-8-0-0,2
WhileStatement-4-0-0,2
WhileStatement-2-0-0,2
EnhancedForStatement-20-0-0,2
VariableDeclarationStatement-18-1-0,2
EnhancedForStatement-9-0-0,2
EnhancedForStatement-16-0-0,2
EnhancedForStatement-12-0-0,2
EnhancedForStatement-13-0-0,2
EnhancedForStatement-14-0-0,2
EnhancedForStatement-18-0-0,2
